,Text,TagTog,Senticnet,PyFeel
1995,"Ô dieux ! Tu n'as pas les pensées qui conviennent à ta beauté ; et à celui qui te le demanderait dans ta propre demeure tu ne donnerais pas même du sel, toi qui, assis maintenant à une table étrangère, ne peux supporter la pensée de me donner un peu de pain, quand tout abonde ici",Disgust,ecstasy,joy
1996,"Je ne pense pas que tu sortes sain et sauf de cette demeure, puisque tu as prononcé cet outrage",Angry,ecstasy,fear
1997,"Écoutez-moi, prétendants de l'illustre reine,",Angry,serenity,calmness
1998,"Il n'y a ni douleur, ni honte, quand un homme est frappé, combattant pour ses biens, soit des boeufs, soit de grasses brebis ; mais Antinoos m'a frappé parce que mon ventre est rongé par la faim cruelle qui cause tant de maux aux hommes",Calmness,grief,sadness
1999,"Mange en silence, étranger, ou sors, de peur que, parlant comme tu le fais, les jeunes hommes te traînent, à travers la demeure, par les pieds ou par les bras, et te mettent en pièces",Fear,grief,fear
2000,"Antinoos, tu as mal fait de frapper ce malheureux vagabond. Insensé ! si c'était un des dieux Ouraniens ?",Disgust,loathing,sadness
2001,Puisse Apollôn illustre par son arc frapper ainsi Antinoos,Surprise,ecstasy,fear
2002,"Si nous pouvions accomplir nos propres voeux, aucun de ceux-ci ne verrait le retour du beau matin",Calmness,dislike,joy
2003,"Nourrice, tous me sont ennemis, car ils méditent le mal ; mais Antinoos, plus que tous, est pour moi semblable à la noire kèr.",Sadness,loathing,sadness
2004,"Un malheureux étranger mendie dans la demeure, demandant à chacun, car la nécessité le presse, et tous lui donnent ; mais Antinoos le frappe d'un escabeau à l'épaule droite",Disgust,grief,sadness
2005,"Va, divin Eumaios, et ordonne à l'étranger de venir, afin que je le salue et l'interroge",Calmness,grief,calmness
2006,"Plût aux dieux, reine, que tous les Akhaiens fissent silence et qu'il charmât ton cher coeur de ses paroles ! Je l'ai retenu dans l'étable pendant trois nuits et trois jours, car il était d'abord venu vers moi après s'être enfui d'une nef. Et il n'a point achevé de dire toute sa destinée malheureuse.",Sadness,ecstasy,sadness
2007,"Il dit qu'il est un hôte paternel d'Odysseus et qu'il habitait la Krètè où commande la race de Minôs. Après avoir subi beaucoup de maux, errant çà et là, il est venu ici. Il dit qu'il a entendu parler d'Odysseus chez le riche peuple des Thesprôtes, et qu'il vit encore, et qu'il rapporte de nombreuses richesses dans sa demeure",Calmness,ecstasy,sadness
2008,"Leurs richesses restent intactes dans leurs maisons, leur pain et leur vin doux, dont se nourrissent leurs serviteurs seulement. Mais, tous les jours, dans notre demeure, ils tuent nos boeufs, nos brebis et nos chèvres grasses, et ils les mangent, et ils boivent notre vin rouge impunément, et ils ont déjà consumé beaucoup de richesses. Il n'y a point ici d'homme tel qu'Odysseus pour chasser cette ruine hors de la demeure",Sadness,ecstasy,fear
2009,Va ! Appelle cet étranger devant moi. Ne vois-tu pas que mon fils a éternué comme j'achevais de parler ?,Angry,grief,fear
2010,"si je reconnais que cet étranger me dit la vérité, je lui donnerai de beaux vêtements, un manteau et une tunique.",Calmness,dislike,fear
2011,"Père étranger, la sage Pènélopéia, la mère de Tèlémakhos, t'appelle. Son âme lui ordonne de t'interroger sur son mari, bien qu'elle subisse beaucoup de douleurs. Si elle reconnaît que tu lui as dit la vérité, elle te donnera un manteau et une tunique dont tu as grand besoin ; et tu demanderas ton pain parmi le peuple, et tu satisferas ta faim, et chacun te donnera s'il le veut",Calmness,ecstasy,sadness
2012,"Je sais toute la destinée d'Odysseus, et nous avons subi les mêmes maux.",Calmness,,calmness
2013,"Mais je crains la multitude des prétendants insolents. Leur orgueil et leur violence sont montés jusqu'à l'Ouranos de fer. Voici qu'un d'entre eux, comme je traversais innocemment la salle, m'ayant frappé, m'a fait un grand mal",Fear,ecstasy,sadness
2014,"Et Tèlémakhos n'y a point pris garde, ni aucun autre. Donc, maintenant, engage Pènélopéia, malgré sa hâte, à attendre dans ses demeures jusqu'à la chute de Hèlios. Alors, tandis que je serai assis auprès du foyer, elle m'interrogera sur le jour du retour de son mari. Je n'ai que des vêtements en haillons ; tu le sais, puisque c'est toi que j'ai supplié le premier",Sadness,ecstasy,joy
2015,"Tu ne l'amènes pas, Eumaios ? Pourquoi refuse-t-il ? Craint-il quelque outrage, ou a-t-il honte ? La honte n'est pas bonne à l'indigent",Fear,grief,fear
2016,"Il parle comme il convient et comme chacun pense. Il veut éviter l'insolence des prétendants orgueilleux. Mais il te prie d'attendre jusqu'au coucher de Hèlios. Il te sera ainsi plus facile, ô reine, de parler seule à cet étranger et de l'écouter",Calmness,grief,disgust
2017,"Ô ami, je pars, afin d'aller garder tes porcs et veiller sur tes richesses et les miennes. Ce qui est ici te regarde. Mais conserve-toi et songe dans ton âme à te préserver.",Calmness,ecstasy,joy
2018,"Il en sera ainsi, père. Mais pars avant la nuit. Reviens demain, au matin, et amène les belles victimes.",Calmness,ecstasy,fear
2019,C'est aux immortels et à moi de nous inquiéter de tout le reste.,Fear,grief,fear
2020,"Nausikaa, pourquoi ta mère t'a-t-elle enfantée si négligente ? En effet, tes belles robes gisent négligées, et tes noces approchent où il te faudra revêtir les plus belles et en offrir à ceux qui te conduiront.",Angry,ecstasy,joy
2021,"La bonne renommée, parmi les hommes, vient des beaux vêtements, et le père et la mère vénérable s'en réjouissent. Allons donc laver tes robes, au premier lever du jour, et je te suivrai et t'aiderai, afin que nous finissions promptement, car tu ne seras plus longtemps vierge. Déjà les premiers du peuple te recherchent, parmi tous les Phaiakiens d'où sort ta race. Allons ! demande à ton illustre père, dès le matin, qu'il fasse préparer les mulets et le char qui porteront les ceintures, les péplos et les belles couvertures. Il est mieux que tu montes aussi sur le char que d'aller à pied, car les lavoirs sont très éloignés de la ville.",Calmness,ecstasy,sadness
2022,"Cher père, ne me feras-tu point préparer un char large et élevé, afin que je porte au fleuve et que je lave nos beaux vêtements qui gisent salis ? Il te convient, en effet, à toi qui t'assieds au conseil parmi les premiers, de porter de beaux vêtements. Tu as cinq fils dans ta maison royale ; deux sont mariés, et trois sont encore des jeunes hommes florissants. Et ceux-ci veulent aller aux danses, couverts de vêtements propres et frais, et ces soins me sont réservés.",Calmness,ecstasy,sadness
2023,"Je ne te refuserai, mon enfant, ni des mulets, ni autre chose. Va, et mes serviteurs te prépareront un char large et élevé propre à porter une charge.",Calmness,ecstasy,fear
2024,"Hélas ! à quels hommes appartient cette terre où je suis venu ? Sont-ils injurieux, sauvages, injustes, ou hospitaliers, et leur esprit craint-il les dieux ? J'ai entendu des clameurs de jeunes filles. Est-ce la voix des nymphes qui habitent le sommet des montagnes et les sources des fleuves et les marais herbus, ou suis-je près d'entendre la voix des hommes ?",Fear,ecstasy,fear
2025,"si tu es une des mortelles qui habitent sur la terre, trois fois heureux ton père et ta mère vénérable ! trois fois heureux tes frères ! Sans doute leur âme est pleine de joie devant ta grâce, quand ils te voient te mêler aux choeurs dansants ! Mais plus heureux entre tous celui qui, te comblant de présents d'hyménée, te conduira dans sa demeure ! Jamais, en effet, je n'ai vu de mes yeux un homme aussi beau, ni une femme aussi belle, et je suis saisi d'admiration.",Joy,ecstasy,joy
2026,je suis stupéfait,Surprise,,calmness
2027,"je tremble de saisir tes genoux, car je suis en proie à une grande douleur. Hier, après vingt jours, je me suis enfin échappé de la sombre mer.",Sadness,terror,fear
2028,"Mais, ô reine, aie pitié de moi, car c'est vers toi, la première, que je suis venu, après avoir subi tant de misères.",Fear,ecstasy,sadness
2029,"Le mari et l'épouse accablent ainsi leurs ennemis de douleurs et leurs amis de joie, et eux-mêmes sont heureux.",Joy,joy,joy
2030,"Étranger, car, certes, tu n'es semblable ni à un lâche, ni à un insensé, Zeus Olympien dispense la richesse aux hommes, aux bons et aux méchants, à chacun, comme il veut. C'est lui qui t'a fait cette destinée, et il faut la subir patiemment. Maintenant, étant venu vers notre terre et notre ville, tu ne manqueras ni de vêtements, ni d'aucune autre des choses qui conviennent à un malheureux qui vient en suppliant. Et je te montrerai la ville et je te dirai le nom de notre peuple. Les Phaiakiens habitent cette ville et cette terre, et moi, je suis la fille du magnanime Alkinoos, qui est le premier parmi les Phaiakiens par le pouvoir et la puissance.",Calmness,ecstasy,sadness
2031,"Venez près de moi, servantes.",Calmness,ecstasy,calmness
2032,Où fuyez-vous pour avoir vu cet homme ?,Fear,ecstasy,calmness
2033,"Pensez-vous que ce soit quelque ennemi ? Il n'y a point d'homme vivant, et il ne peut en être un seul qui porte la guerre sur la terre des Phaiakiens, car nous sommes très chers aux dieux immortels, et nous habitons aux extrémités de la mer onduleuse, et nous n'avons aucun commerce avec les autres hommes. Mais si quelque malheureux errant vient ici, il nous faut le secourir, car les hôtes et les mendiants viennent de Zeus, et le don, même modique, qu'on leur fait, lui est agréable. C'est pourquoi, servantes, donnez à notre hôte à manger et à boire, et lavez-le dans le fleuve, à l'abri du vent.",Calmness,grief,sadness
2034,"Je ne me laverai point devant vous, car je crains, par respect, de me montrer nu au milieu de jeunes filles aux beaux cheveux.",Fear,ecstasy,fear
2035,"Écoutez-moi, servantes aux bras blancs, afin que je dise quelque chose. Ce n'est pas malgré tous les dieux qui habitent l'Olympos que cet homme divin est venu chez les Phaiakiens. Il me semblait d'abord méprisable, et maintenant il est semblable aux dieux qui habitent le large Ouranos.",Calmness,ecstasy,angry
2036,"Plût aux dieux qu'un tel homme fût nommé mon mari, qu'il habitât ici et qu'il lui plût d'y rester !",Joy,grief,calmness
2037,"Lève-toi, étranger, afin d'aller à la ville et que je te conduise à la demeure de mon père prudent, où je pense que tu verras les premiers d'entre les Phaiakiens. Mais fais ce que je vais te dire, car tu me sembles plein de sagesse",Calmness,grief,fear
2038,Quel est cet étranger grand et beau qui suit Nausikaa ? Où l'a-t-elle trouvé ?,Surprise,acceptance,fear
2039,elle dédaigne les Phaiakiens illustres et nombreux qui la recherchent !,Disgust,,calmness
2040,"Écoute donc mes paroles, étranger, afin d'obtenir de mon père des compagnons et un prompt retour. Nous trouverons auprès du chemin un beau bois de peupliers consacré à Athènè. Une source en coule et une prairie l'entoure, et là sont le verger de mon père et ses jardins florissants, éloignés de la ville d'une portée de voix. Il faudra t'arrêter là quelque temps, jusqu'à ce que nous soyons arrivées à la ville et à la maison de mon père. Dès que tu penseras que nous y sommes parvenues, alors, marche vers la ville des Phaiakiens et cherche les demeures de mon père, le magnanime Alkinoos. Elles sont faciles à reconnaître, et un enfant pourrait y conduire ; car aucune des maisons des Phaiakiens n'est telle que la demeure du héros Alkinoos. Quand tu seras entré dans la cour, traverse promptement la maison royale afin d'arriver jusqu'à ma mère. Elle est assise à son foyer, à la splendeur du feu, filant une laine pourprée admirable à voir. Elle est appuyée contre une colonne et ses servantes sont assises autour d'elle. Et, à côté d'elle, est le thrône de mon père, où il s'assied, pour boire du vin, semblable à un immortel.",Calmness,ecstasy,sadness
2041,"joyeux, tu voies promptement le jour du retour",Joy,ecstasy,surprise
2042,"Malheureux, qui, vivants, êtes descendus dans la demeure d'Aidès, vous mourrez deux fois, et les autres hommes ne meurent qu'une fois.",Sadness,grief,sadness
2043,de peur que vous subissiez encore des maux cruels sur la mer ou sur la terre.,Fear,ecstasy,fear
2044,"C'est un monstre prodigieux, et nul n'est joyeux de l'avoir vu, pas même un Dieu. Elle a douze pieds difformes, et six cous sortent longuement de son corps, et à chaque cou est attachée une tête horrible, et dans chaque gueule pleine de la noire mort il y a une triple rangée de dents épaisses et nombreuses. Et elle est plongée dans la caverne creuse jusqu'aux reins ; mais elle étend au dehors ses têtes, et, regardant autour de l'écueil, elle saisit les dauphins, les chiens de mer et les autres monstres innombrables qu'elle veut prendre et que nourrit la gémissante Amphitritè. Jamais les marins ne pourront se glorifier d'avoir passé auprès d'elle sains et saufs sur leur nef, car chaque tête enlève un homme hors de la nef à proue bleue.",Fear,grief,fear
2045,"Malheureux, tu songes donc encore aux travaux de la guerre ? Et tu ne veux pas céder, même aux dieux immortels !",Surprise,ecstasy,sadness
2046,je te prédis la perte de ta nef et de tes compagnons.,Sadness,terror,fear
2047,"Et tu échapperas seul, mais tu rentreras tard et misérablement dans ta demeure, ayant perdu tous tes compagnons.",Sadness,grief,sadness
2048,notre douce voix,Calmness,contentment,calmness
2049,plein de joie,Joy,ecstasy,joy
2050,"Ô amis, nous n'ignorons pas les maux. N'avons nous pas enduré un mal pire quand le kyklôps nous tenait renfermés dans sa caverne creuse avec une violence horrible ? Mais, alors, par ma vertu, par mon intelligence et ma sagesse, nous lui avons échappé. Je ne pense pas que vous l'ayez oublié. Donc, maintenant, faites ce que je dirai ; obéissez tous.",Calmness,sadness,fear
2051,"bien qu'accablés de maux,",Sadness,ecstasy,joy
2052,fuir promptement,Fear,fear,fear
